premise,original_hypothesis,contrast_hypothesis,original_label,contrast_label
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man photographs Tony Hawk skateboarding.,A man photographs Tony Hawk skateboarding. perhaps.,1,1
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man is taking photos of skateboarding tricks.,A man is not taking photos of skateboarding tricks.,0,2
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,People take photos outdoors while a man performs exciting skateboarding tricks.,People take photos outdoors while a man performs exciting skateboarding tricks.,0,2
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man is photographing another man.,A man is not photographing another man.,0,2
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A pro photographer is taking pictures of a pro skater.,A pro photographer is taking pictures of a pro skater. perhaps.,1,1
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,Two men are going down a water slide.,Two men are going down a water slide.,2,0
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man photographs a skateboarder doing tricks.,A man photographs a skateboarder doing tricks.,0,2
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man tries to get the perfect picture of a skateboarder for a magazine.,A man tries to get the perfect picture of a skateboarder for a magazine. perhaps.,1,1
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A male skateboarder performs tricks outdoors for professional photographers.,A male skateboarder performs tricks outdoors for professional photographers. perhaps.,1,1
One biker is running with their bike while another is riding around them.,The people are driving cars,The people are driving cars,2,0
One biker is running with their bike while another is riding around them.,The people are part of a club,The people are part of a club perhaps.,1,1
One biker is running with their bike while another is riding around them.,People have bikes,People have bikes,0,2
"Two people with bicycles, one in front running with a bike and one in back riding.",Two people eating ice cream cones at the mall.,Two people eating ice cream cones at the mall.,2,0
"Two people with bicycles, one in front running with a bike and one in back riding.",Two people taking their bikes to the trail.,Two people taking their bikes to the trail. perhaps.,1,1
"Two people with bicycles, one in front running with a bike and one in back riding.",One person running next to their bike with the person riding their bike behind them.,One person running next to their bike with the person riding their bike behind them.,0,2
A young man doing a trick on a skateboard down the stairs while being photographed.,A young man roller blades across a ramp while being photographed.,A young man roller blades across a ramp while being photographed.,2,0
A young man doing a trick on a skateboard down the stairs while being photographed.,A helmet-less young man does a trick on a skateboard while being photographed.,A helmet-less young man does a trick on a skateboard while being photographed. perhaps.,1,1
A young man doing a trick on a skateboard down the stairs while being photographed.,A man being photographed while he does a trick on his skateboard down the stairs.,A man being photographed while he does a trick on his not skateboard down the stairs.,0,2
"A lady in a black and white striped shirt and holding a bouquet of flowers, looks seriously at two gentlemen talking on the steps.",A lady is about to propose to her boyfriend.,A lady is about to propose to her boyfriend. perhaps.,1,1
"A lady in a black and white striped shirt and holding a bouquet of flowers, looks seriously at two gentlemen talking on the steps.",A lady with a serious face is standing with two guys in front of steps outside.,A lady with a serious face is not standing with two guys in front of steps outside.,0,2
"A lady in a black and white striped shirt and holding a bouquet of flowers, looks seriously at two gentlemen talking on the steps.",Three guys are standing indoors with flowers in their hands.,Three guys are standing indoors with flowers in their hands.,2,0
A man walking proudly down the street.,The man is in the theatre watching Avatar.,The man is in the theatre watching Avatar.,2,0
A man walking proudly down the street.,The man is part of the gay pride parade.,The man is part of the gay pride parade. perhaps.,1,1
A man walking proudly down the street.,A man is outside.,A man is not outside.,0,2
Four teenage boys are doing cannonballs into a swimming pool.,Four friends are having a competition to see who throws the most water out of a pool.,Four friends are having a competition to see who throws the most water out of a pool. perhaps.,1,1
Four teenage boys are doing cannonballs into a swimming pool.,A group of young men are splashing a lot of water.,A group of young men are splashing a lot of water.,0,2
Four teenage boys are doing cannonballs into a swimming pool.,Some boys are eating pizza in a restaurant.,Some boys are eating pizza in a restaurant.,2,0
Three men standing on grass by the water looking at something on a table.,The three men are by the lake.,The three men are by the lake. perhaps.,1,1
Three men standing on grass by the water looking at something on a table.,The three men are outside.,The three men are outside.,0,2
Three men standing on grass by the water looking at something on a table.,The three men are indoors playing Foosball.,The three men are indoors playing Foosball.,2,0
A woman stands behind an outdoor grill with a blue basket of food in her hands.,A woman holding a blue basket full of food at a family cookout.,A woman holding a blue basket full of food at a family cookout. perhaps.,1,1
A woman stands behind an outdoor grill with a blue basket of food in her hands.,A woman standing behind a grill outside with a blue basket of food in her hands.,A woman standing behind a grill outside with a blue basket of food in her hands.,0,2
A woman stands behind an outdoor grill with a blue basket of food in her hands.,A woman holding a blue basket full of easter eggs outside of a church.,A woman holding a blue basket full of easter eggs outside of a church.,2,0
A Land Rover makes its way through a deep pond.,A car gets stuck in the water.,A car gets stuck in the water. perhaps.,1,1
A Land Rover makes its way through a deep pond.,A car is in the shop.,A car is in the shop.,2,0
A Land Rover makes its way through a deep pond.,A car drives through the water.,A car drives through the water.,0,2
many people relax in the yard.,A group of people are outside.,A group of people are outside.,0,2
many people relax in the yard.,A family enjoys the sunny day in their backyard.,A family enjoys the sunny day in their backyard. perhaps.,1,1
many people relax in the yard.,People watch tv in their living room.,People watch tv in their living room.,2,0
A car sinking in water.,A car is flooding.,A car is not flooding.,0,2
A car sinking in water.,A car has crashed into a large lake.,A car has crashed into a large lake. perhaps.,1,1
A car sinking in water.,A truck drives down a country road in the sunshine.,A truck drives down a country road in the sunshine.,2,0
A man wearing black is playing an electric guitar at a concert.,A man is playing the guitar.,A man is not playing the guitar.,0,2
A man wearing black is playing an electric guitar at a concert.,A man is singing as he plays guitar.,A man is singing as he plays guitar. perhaps.,1,1
A man wearing black is playing an electric guitar at a concert.,A man is playing the piano.,A man is playing the piano.,2,0
A man with wild hair rocks a show playing a guitar center stage.,The bald man played the drums.,The bald man played the drums.,2,0
A man with wild hair rocks a show playing a guitar center stage.,A guy stands on stage with his guitar.,A guy stands on stage with his not guitar.,0,2
A man with wild hair rocks a show playing a guitar center stage.,One crazy looking man plays in a show.,One crazy looking man plays in a show. perhaps.,1,1
woman and child on trolley car labeled Powell and market and bay and taylor,The woman is carrying her child.,The woman is carrying her child. perhaps.,1,1
woman and child on trolley car labeled Powell and market and bay and taylor,The woman is on a trolley.,The woman is not on a trolley.,0,2
woman and child on trolley car labeled Powell and market and bay and taylor,The woman and child are on a subway train.,The woman and child are on a subway train.,2,0
"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.",Coworkers at at a monthly safety meeting.,Coworkers at at a monthly safety meeting. perhaps.,1,1
"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.",Coworkers left work and are driving to lunch.,Coworkers left work and are driving to lunch.,2,0
"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.",There are people at work.,There are people at work.,0,2
Two ladies are reading through binders.,Two ladies are studying for their final exam.,Two ladies are studying for their final exam. perhaps.,1,1
Two ladies are reading through binders.,The girls are watching a movie.,The girls are watching a movie.,2,0
Two ladies are reading through binders.,Some women are reading.,Some women are reading.,0,2
A man in the distance is walking past a brick wall painted with words and graffiti.,A man walks away from a wall he has defaced.,A man walks away from a wall he has defaced. perhaps.,1,1
A man in the distance is walking past a brick wall painted with words and graffiti.,A man sits and reads the graffiti on a wall.,A man sits and reads the graffiti on a wall.,2,0
A man in the distance is walking past a brick wall painted with words and graffiti.,Grafffiti on a brick wall.,Grafffiti on a brick wall.,0,2
A woman and a child holding on to the railing while on trolley.,The people are not holding onto anything.,The people are not holding onto anything.,2,0
A woman and a child holding on to the railing while on trolley.,The people are holding onto the rail.,The people are holding onto the rail.,0,2
A woman and a child holding on to the railing while on trolley.,The people are on a trolley in san Francisco.,The people are on a trolley in san Francisco. perhaps.,1,1
A man in a striped polo shirt is pointing and smiling.,The man is swimming,The man is swimming,2,0
A man in a striped polo shirt is pointing and smiling.,The man is outside,The man is outside perhaps.,1,1
A man in a striped polo shirt is pointing and smiling.,The man seems happy,The man seems happy,0,2
A guy performing a bicycle jump trick for an audience.,a bmx pro is doing a triple backflip,a bmx pro is doing a triple backflip perhaps.,1,1
A guy performing a bicycle jump trick for an audience.,tony hawk is performing a skating trick,tony hawk is performing a skating trick,2,0
A guy performing a bicycle jump trick for an audience.,a guy is performing a bike trick,a guy is not performing a bike trick,0,2
A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.,The woman is wearing a coat.,The woman is not wearing a coat.,0,2
A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.,The woman loves her blonde hair.,The woman loves her blonde hair.,2,0
A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.,The woman is guarding herself from the snow.,The woman is guarding herself from the snow. perhaps.,1,1
Two children play outside in a field.,A brother and sister chase each other in a field.,A brother and sister chase each other in a field. perhaps.,1,1
Two children play outside in a field.,Kids are playing outdoors.,Kids are playing outdoors.,0,2
Two children play outside in a field.,Two children are reading at their desks.,Two children are reading at their desks.,2,0
"One man sits inside and plays the banjo, there are trees behind him outside.",A man runs outside.,A man runs outside.,2,0
"One man sits inside and plays the banjo, there are trees behind him outside.",A male sitting indoors.,A male sitting indoors.,0,2
"One man sits inside and plays the banjo, there are trees behind him outside.",A male plays a banjo while sitting on a sofa.,A male plays a banjo while sitting on a sofa. perhaps.,1,1
"Two children, in colorful outfits, playing in a field with a big rock in the middle.",Don't play with rocks,Don't play with rocks,2,0
"Two children, in colorful outfits, playing in a field with a big rock in the middle.",Two kids are playing with a big rock in the field,Two kids are playing with a big rock in the field,0,2
"Two children, in colorful outfits, playing in a field with a big rock in the middle.",Two kids are playing with a big rock in the field with family,Two kids are playing with a big rock in the field with family perhaps.,1,1
Two young girls are playing outside in a non-urban environment.,Some girls are running through an open field.,Some girls are running through an open field. perhaps.,1,1
Two young girls are playing outside in a non-urban environment.,Two girls are playing outside.,Two girls are playing outside.,0,2
Two young girls are playing outside in a non-urban environment.,"Some girls are running on the sidewalk, next to some parked cars.","Some girls are running on the sidewalk, next to some parked cars.",2,0
"Two children in hats play in an open, rocky field.",The children are at home eating lunch.,The children are at home eating lunch.,2,0
"Two children in hats play in an open, rocky field.",The children are playing in a rocky field.,The children are playing in a rocky field.,0,2
"Two children in hats play in an open, rocky field.",The children are playing catch.,The children are playing catch. perhaps.,1,1
A woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants.,The dancing woman is on the grass.,The dancing woman is on the grass. perhaps.,1,1
A woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants.,The woman in green and pink is dancing.,The woman in green and pink is not dancing.,0,2
A woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants.,The dancing woman is alone in her bedroom.,The dancing woman is alone in her bedroom.,2,0
Man in gold pants looking at the camera.,Man looking at the camera.,Man looking at the camera.,0,2
Man in gold pants looking at the camera.,Man looking at something.,Man looking at something. perhaps.,1,1
Man in gold pants looking at the camera.,Man is walking away to the hall.,Man is walking away to the hall.,2,0
A man in a gold skirt sits in front of the computer.,A man in a gold skirt sitting at his computer watching the computer screen.,A man in a gold skirt sitting at his not computer watching the computer screen.,0,2
A man in a gold skirt sits in front of the computer.,A man in a golf skirt sitting at his computer typing to his friends online.,A man in a golf skirt sitting at his computer typing to his friends online. perhaps.,1,1
A man in a gold skirt sits in front of the computer.,A man in blue pants sitting and watching the television.,A man in blue pants sitting and watching the television.,2,0
Man wearing black t-shirt sitting at a computer desk.,the man is working on the computer,the man is not working on the computer,0,2
Man wearing black t-shirt sitting at a computer desk.,the man called off work and was at the zoo all day,the man called off work and was at the zoo all day,2,0
Man wearing black t-shirt sitting at a computer desk.,the man is doing a project for work,the man is doing a project for work perhaps.,1,1
A bearded man in a black t-shirt sits in front of a desk holding a computer.,A man is standing in the rain.,A man is standing in the rain.,2,0
A bearded man in a black t-shirt sits in front of a desk holding a computer.,A man waiting with his computer.,A man waiting with his not computer.,0,2
A bearded man in a black t-shirt sits in front of a desk holding a computer.,A man buying a new laptop.,A man buying a new laptop. perhaps.,1,1
"A man in a gold foils skirt, sitting at a computer desk, looks at the camera with his hands raised to his face.",a man is looking at his webcam,a man is not looking at his not webcam,0,2
"A man in a gold foils skirt, sitting at a computer desk, looks at the camera with his hands raised to his face.",he is covering up his face,he is covering up his face perhaps.,1,1
"A man in a gold foils skirt, sitting at a computer desk, looks at the camera with his hands raised to his face.",a man is sticking his tongue out,a man is sticking his tongue out,2,0
A young girl sitting at a table with a bowl on her head,A young girl has a bowl on her head,A young girl has a bowl on her head,0,2
A young girl sitting at a table with a bowl on her head,A toddler dumped her bowl of spaghetti on her head,A toddler dumped her bowl of spaghetti on her head perhaps.,1,1
A young girl sitting at a table with a bowl on her head,A man is eating cereal in his car,A man is eating cereal in his car,2,0
A man dances with a fire baton at night.,the crowd cheers as he peforms,the crowd cheers as he peforms perhaps.,1,1
A man dances with a fire baton at night.,the woman does a hula dance,the woman does a hula dance,2,0
A man dances with a fire baton at night.,the man is dancing,the man is not dancing,0,2
A doctor checks the stomach of a toddler.,The toddler is getting a checkup.,The toddler is not getting a checkup.,0,2
A doctor checks the stomach of a toddler.,The doctor is looking inside the toddler's mouth.,The doctor is looking inside the toddler's mouth.,2,0
A doctor checks the stomach of a toddler.,The toddle might be sick.,The toddle might be sick. perhaps.,1,1
Young blond woman putting her foot into a water fountain,"A young woman wearing an evening gown, and holding her shoes in her hands, is dipping one foot into Buckingham Fountain in Chicago.","A young woman wearing an evening gown, and holding her shoes in her hands, is dipping one foot into Buckingham Fountain in Chicago. perhaps.",1,1
Young blond woman putting her foot into a water fountain,A young blond woman is sitting down on a beach chair.,A young blond woman is sitting down on a beach chair.,2,0
Young blond woman putting her foot into a water fountain,A person is dipping her foot into water.,A person is not dipping her foot into water.,0,2
A young woman tries to stick her foot in a fountain.,The woman is riding a train.,The woman is riding a train.,2,0
A young woman tries to stick her foot in a fountain.,A woman is near a fountain.,A woman is not near a fountain.,0,2
A young woman tries to stick her foot in a fountain.,The woman has one foot in the air.,The woman has one foot in the air.,0,2
A woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water.,A woman is walking in park,A woman is walking in park,2,0
A woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water.,A woman is very eager to touch the water,A woman is very eager to touch the water perhaps.,1,1
A woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water.,A woman is like to touch the water in fountain,A woman is not like to touch the water in fountain,0,2
Woman balancing on edge of fountain while sticking her toe in the water.,A woman stand on a fountain and dips her toes in.,A woman stand on a fountain and dips her toes in.,0,2
Woman balancing on edge of fountain while sticking her toe in the water.,A woman sits on the grassy ground.,A woman sits on the grassy ground.,2,0
Woman balancing on edge of fountain while sticking her toe in the water.,An old woman stands on a fountain and sticks her toes in.,An old woman stands on a fountain and sticks her toes in. perhaps.,1,1
A couple strolls arm and arm and hand in hand down a city sidewalk.,The couple is outdoors.,The couple is not outdoors.,0,2
A couple strolls arm and arm and hand in hand down a city sidewalk.,The couple is married.,The couple is married. perhaps.,1,1
A couple strolls arm and arm and hand in hand down a city sidewalk.,The couple is having dinner at a restaurant.,The couple is having dinner at a restaurant.,2,0
A man stare at a passing couple while walking down the block.,A man stares at a passing couple.,A man stares at a passing couple.,0,2
A man stare at a passing couple while walking down the block.,The man is jealous of the couple.,The man is jealous of the couple. perhaps.,1,1
A man stare at a passing couple while walking down the block.,The woman stares at a couple as they argue down the block.,The woman stares at a couple as they argue down the block.,2,0
"a couple are holding hands behind their backs while walking down a street, and the man has his arm around her shoulder.",couple walking home,couple walking home perhaps.,1,1
"a couple are holding hands behind their backs while walking down a street, and the man has his arm around her shoulder.",couple walking,couple walking,0,2
"a couple are holding hands behind their backs while walking down a street, and the man has his arm around her shoulder.",bear in zoo,bear in zoo,2,0
A man and a woman are holding hands as they walk along a city sidewalk.,A married couple are fighting on the sidewalk.,A married couple are fighting on the sidewalk.,2,0
A man and a woman are holding hands as they walk along a city sidewalk.,A married couple are holding hands as they walk along the city sidewalk.,A married couple are holding hands as they walk along the city sidewalk. perhaps.,1,1
A man and a woman are holding hands as they walk along a city sidewalk.,A man and a woman are holding hands.,A man and a woman are holding hands.,0,2
a man in red stands with his child at the beach.,A man wearing blue sleeping with his child in his lap inside his home.,A man wearing blue sleeping with his child in his lap inside his home.,2,0
a man in red stands with his child at the beach.,A man wearing red standing with his child at a beach overlooking the ocean.,A man wearing red standing with his child at a beach overlooking the ocean. perhaps.,1,1
a man in red stands with his child at the beach.,A man wearing red standing with his child as they watch others build sand castles at the beach.,A man wearing red standing with his child as they watch others build sand castles at the beach. perhaps.,1,1
New sport is being played to show appreciation to the kids who can not walk.,People are playing a sport in honor of crippled people.,People are playing a sport in honor of crippled people.,0,2
New sport is being played to show appreciation to the kids who can not walk.,People are playing football without gear.,People are playing football without gear.,2,0
New sport is being played to show appreciation to the kids who can not walk.,People a playing a sport to help fund a crippled people fund.,People a playing a sport to help fund a crippled people fund. perhaps.,1,1
Two men in wheelchairs are reaching in the air for a basketball.,Two sad men in wheelchairs are reaching in the air for a basketball.,Two sad men in wheelchairs are reaching in the air for a basketball. perhaps.,1,1
Two men in wheelchairs are reaching in the air for a basketball.,Two people in wheelchairs are reaching in the air for a basketball.,Two people in wheelchairs are reaching in the air for a basketball.,0,2
Two men in wheelchairs are reaching in the air for a basketball.,Two women in wheelchairs are reaching in the air for a basketball.,Two women in wheelchairs are reaching in the air for a basketball.,2,0
Three wheelchair basketball players wearing team uniforms are attempting to reach the descending basketball with other players in the background.,Some wheelchair basketball players playing the basketball match.,Some wheelchair basketball players playing the basketball match. perhaps.,1,1
Three wheelchair basketball players wearing team uniforms are attempting to reach the descending basketball with other players in the background.,Three wheelchair basketball players playing basketball in field.,Three wheelchair basketball players playing basketball in field.,0,2
Three wheelchair basketball players wearing team uniforms are attempting to reach the descending basketball with other players in the background.,A peoples are taking coffee together at coffeshop.,A peoples are taking coffee together at coffeshop.,2,0
Four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair.,Four guys are playing cards.,Four guys are playing cards.,2,0
Four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair.,Four guys are playing basketball.,Four guys are playing basketball.,0,2
Four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair.,The four players are handicapped.,The four players are handicapped. perhaps.,1,1
Three dogs in different shades of brown and white biting and licking each other.,the dogs are fighting,the dogs are fighting,2,0
Three dogs in different shades of brown and white biting and licking each other.,there are three dogs,there are three dogs,0,2
Three dogs in different shades of brown and white biting and licking each other.,the dog playing,the dog playing perhaps.,1,1
"Two dogs playfully bite a third dog, which has its tongue sticking out.","Two puppies bite their mother, while she pants.","Two puppies bite their mother, while she pants. perhaps.",1,1
"Two dogs playfully bite a third dog, which has its tongue sticking out.",Two dogs are sleeping while a third eats its food.,Two dogs are sleeping while a third eats its food.,2,0
"Two dogs playfully bite a third dog, which has its tongue sticking out.",A pair of dogs tease a third with nibbles.,A pair of dogs tease a third with nibbles.,0,2
Three small puppies bite and play together in the grass.,The puppies are sleeping in a basket.,The puppies are sleeping in a basket.,2,0
Three small puppies bite and play together in the grass.,They are playing at the dog park.,They are playing at the dog park. perhaps.,1,1
Three small puppies bite and play together in the grass.,Three puppies are playing outside.,Three puppies are playing outside.,0,2
Two dogs biting another dog in a field.,dogs bitting,dogs bitting perhaps.,1,1
Two dogs biting another dog in a field.,dogs attacking another dog,dogs attacking another dog,0,2
Two dogs biting another dog in a field.,dog sitting in filed,dog sitting in filed,2,0
Tourists waiting at a train stop.,Tourist walking around an art museum.,Tourist walking around an art museum.,2,0
Tourists waiting at a train stop.,A group of tourist waiting for a train outside.,A group of tourist waiting for a train outside. perhaps.,1,1
